id,name,type,parentId
321081,仪征市,4,0
321081100,真州镇,5,321081
321081103,新集镇,5,321081
321081105,马集镇,5,321081
321081410,经济开发区,5,321081
321081150,青山镇,5,321081
321081104,新城镇,5,321081
321081109,月塘镇,5,321081
321081412,枣林湾旅游度假区,5,321081
321081108,大仪镇,5,321081
321081107,陈集镇,5,321081
321081106,刘集镇,5,321081
321081401,原种场,5,321081
321081402,蚕种场,5,321081
321081403,园艺试验场,5,321081
321081404,水产试验场,5,321081
321081405,捺山茶场,5,321081
321081402,蚕种场,5,321081
321081407,汽车工业园,5,321081
321081454,化学工业园区,5,321081
